"area","year","agegroup","age","sex","education","population","label"
"Japan",1910,11,"50--54","1","e6",1.79473140479841,"Post Secondary"
"Japan",1910,12,"55--59","1","e6",0.994751510965156,"Post Secondary"
"Japan",1910,13,"60--64","1","e6",0.473826959078213,"Post Secondary"
"Japan",1910,14,"65--69","1","e6",0.195009214083633,"Post Secondary"
"Japan",1910,15,"70--74","1","e6",0.0648411301476745,"Post Secondary"
"Japan",1910,16,"75--79","1","e6",0.0206133062917043,"Post Secondary"
"Japan",1910,17,"80--84","1","e6",0.00545392240176543,"Post Secondary"
"Japan",1910,18,"85--89","1","e6",0.00110667526544781,"Post Secondary"
"Japan",1910,19,"90--94","1","e6",0.00020015455959785,"Post Secondary"
"Japan",1910,20,"95--99","1","e6",3.8730610605466e-05,"Post Secondary"
"Japan",1910,21,"100+","1","e6",9.60491485378064e-06,"Post Secondary"
"Japan",1910,1,"0--4","2","e1",3246.107326,"No Education"
"Japan",1910,2,"5--9","2","e1",2842.540602,"No Education"
"Japan",1910,3,"10--14","2","e1",2597.845653,"No Education"
"Japan",1910,4,"15--19","2","e1",213.648816094471,"No Education"
"Japan",1910,5,"20--24","2","e1",292.701492730452,"No Education"
"Japan",1910,6,"25--29","2","e1",418.051294802089,"No Education"
"Japan",1910,7,"30--34","2","e1",564.896622995317,"No Education"
"Japan",1910,8,"35--39","2","e1",642.552143216642,"No Education"
"Japan",1910,9,"40--44","2","e1",738.091136379072,"No Education"
"Japan",1910,10,"45--49","2","e1",764.296521273418,"No Education"
"Japan",1910,11,"50--54","2","e1",820.752159465477,"No Education"
"Japan",1910,12,"55--59","2","e1",848.943889369241,"No Education"
"Japan",1910,13,"60--64","2","e1",753.473709132019,"No Education"
"Japan",1910,14,"65--69","2","e1",586.707055917522,"No Education"
"Japan",1910,15,"70--74","2","e1",383.466752922825,"No Education"
"Japan",1910,16,"75--79","2","e1",243.000392134499,"No Education"
"Japan",1910,17,"80--84","2","e1",125.704709926756,"No Education"
"Japan",1910,18,"85--89","2","e1",46.340190603808,"No Education"
"Japan",1910,19,"90--94","2","e1",14.1643173813404,"No Education"
"Japan",1910,20,"95--99","2","e1",5.27098056251905,"No Education"
"Japan",1910,21,"100+","2","e1",2.9424577420215,"No Education"
"Japan",1910,1,"0--4","2","e2",0,"Primary"
"Japan",1910,2,"5--9","2","e2",0,"Primary"
"Japan",1910,3,"10--14","2","e2",0,"Primary"
"Japan",1910,4,"15--19","2","e2",1293.45888386829,"Primary"
"Japan",1910,5,"20--24","2","e2",1244.3776509007,"Primary"
"Japan",1910,6,"25--29","2","e2",1082.52449681014,"Primary"
"Japan",1910,7,"30--34","2","e2",958.953549934248,"Primary"
"Japan",1910,8,"35--39","2","e2",703.065222783644,"Primary"
"Japan",1910,9,"40--44","2","e2",513.030639806214,"Primary"
"Japan",1910,10,"45--49","2","e2",333.596145352368,"Primary"
"Japan",1910,11,"50--54","2","e2",222.924433320577,"Primary"
"Japan",1910,12,"55--59","2","e2",142.482700604633,"Primary"
"Japan",1910,13,"60--64","2","e2",77.8600123062453,"Primary"
"Japan",1910,14,"65--69","2","e2",37.1386239192537,"Primary"
"Japan",1910,15,"70--74","2","e2",14.8192374715077,"Primary"
"Japan",1910,16,"75--79","2","e2",5.71812802728865,"Primary"
"Japan",1910,17,"80--84","2","e2",1.79745054731099,"Primary"
"Japan",1910,18,"85--89","2","e2",0.402005809202858,"Primary"
"Japan",1910,19,"90--94","2","e2",0.0744572780378234,"Primary"
"Japan",1910,20,"95--99","2","e2",0.0167737515480463,"Primary"
"Japan",1910,21,"100+","2","e2",0.00566449841668844,"Primary"
"Japan",1910,1,"0--4","2","e4",0,"Secondary"
"Japan",1910,2,"5--9","2","e4",0,"Secondary"
"Japan",1910,3,"10--14","2","e4",0,"Secondary"
"Japan",1910,4,"15--19","2","e4",768.681520037235,"Secondary"
"Japan",1910,5,"20--24","2","e4",521.918365390291,"Secondary"
"Japan",1910,6,"25--29","2","e4",467.736323412098,"Secondary"
"Japan",1910,7,"30--34","2","e4",313.628033651533,"Secondary"
"Japan",1910,8,"35--39","2","e4",176.904540136534,"Secondary"
"Japan",1910,9,"40--44","2","e4",99.0012433916396,"Secondary"
"Japan",1910,10,"45--49","2","e4",49.27879165552,"Secondary"
"Japan",1910,11,"50--54","2","e4",25.1819923751404,"Secondary"
"Japan",1910,12,"55--59","2","e4",12.3020163698177,"Secondary"
"Japan",1910,13,"60--64","2","e4",5.14573301999405,"Secondary"
"Japan",1910,14,"65--69","2","e4",1.87702106726354,"Secondary"
"Japan",1910,15,"70--74","2","e4",0.572669569846954,"Secondary"
"Japan",1910,16,"75--79","2","e4",0.168927026916674,"Secondary"
"Japan",1910,17,"80--84","2","e4",0.0405890349184752,"Secondary"
"Japan",1910,18,"85--89","2","e4",0.00693804342399546,"Secondary"
"Japan",1910,19,"90--94","2","e4",0.000982013586222394,"Secondary"
"Japan",1910,20,"95--99","2","e4",0.000169045927679142,"Secondary"
"Japan",1910,21,"100+","2","e4",4.36178071904766e-05,"Secondary"
"Japan",1910,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1910,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1910,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1910,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1910,5,"20--24","2","e6",5.99479897855415,"Post Secondary"
"Japan",1910,6,"25--29","2","e6",2.92826997566842,"Post Secondary"
"Japan",1910,7,"30--34","2","e6",7.48317341890229,"Post Secondary"
"Japan",1910,8,"35--39","2","e6",3.73463286318076,"Post Secondary"
"Japan",1910,9,"40--44","2","e6",1.83717742307462,"Post Secondary"
"Japan",1910,10,"45--49","2","e6",0.79991271869471,"Post Secondary"
"Japan",1910,11,"50--54","2","e6",0.356230838805312,"Post Secondary"
"Japan",1910,12,"55--59","2","e6",0.1512326563083,"Post Secondary"
"Japan",1910,13,"60--64","2","e6",0.0549335417416719,"Post Secondary"
"Japan",1910,14,"65--69","2","e6",0.0173550959606032,"Post Secondary"
"Japan",1910,15,"70--74","2","e6",0.00457803582020557,"Post Secondary"
"Japan",1910,16,"75--79","2","e6",0.00116581129555992,"Post Secondary"
"Japan",1910,17,"80--84","2","e6",0.000241491014135489,"Post Secondary"
"Japan",1910,18,"85--89","2","e6",3.55435651819077e-05,"Post Secondary"
"Japan",1910,19,"90--94","2","e6",4.32703559028315e-06,"Post Secondary"
"Japan",1910,20,"95--99","2","e6",6.40005221879178e-07,"Post Secondary"
"Japan",1910,21,"100+","2","e6",1.41754624774173e-07,"Post Secondary"
"Japan",1915,1,"0--4","1","e1",3642.333733,"No Education"
"Japan",1915,2,"5--9","1","e1",3125.369675,"No Education"
"Japan",1915,3,"10--14","1","e1",2916.176199,"No Education"
"Japan",1915,4,"15--19","1","e1",31.6456028771683,"No Education"
"Japan",1915,5,"20--24","1","e1",34.9773065125626,"No Education"
"Japan",1915,6,"25--29","1","e1",42.0225806845783,"No Education"
"Japan",1915,7,"30--34","1","e1",52.6103047950517,"No Education"
"Japan",1915,8,"35--39","1","e1",65.2238072155899,"No Education"
"Japan",1915,9,"40--44","1","e1",71.9711574256157,"No Education"
"Japan",1915,10,"45--49","1","e1",88.2141884032298,"No Education"
"Japan",1915,11,"50--54","1","e1",90.9216555100897,"No Education"
"Japan",1915,12,"55--59","1","e1",114.464267235196,"No Education"
"Japan",1915,13,"60--64","1","e1",124.108589332178,"No Education"
"Japan",1915,14,"65--69","1","e1",119.322549667094,"No Education"
"Japan",1915,15,"70--74","1","e1",94.4107667027985,"No Education"
"Japan",1915,16,"75--79","1","e1",57.2791535177827,"No Education"
"Japan",1915,17,"80--84","1","e1",33.0033507747475,"No Education"
"Japan",1915,18,"85--89","1","e1",14.6206355570225,"No Education"
"Japan",1915,19,"90--94","1","e1",5.63086950107515,"No Education"
"Japan",1915,20,"95--99","1","e1",1.98722402902135,"No Education"
"Japan",1915,21,"100+","1","e1",0.664001080000036,"No Education"
"Japan",1915,1,"0--4","1","e2",0,"Primary"
"Japan",1915,2,"5--9","1","e2",0,"Primary"
"Japan",1915,3,"10--14","1","e2",0,"Primary"
"Japan",1915,4,"15--19","1","e2",1578.34304742615,"Primary"
"Japan",1915,5,"20--24","1","e2",1500.81329165992,"Primary"
"Japan",1915,6,"25--29","1","e2",1438.16775781689,"Primary"
"Japan",1915,7,"30--34","1","e2",1448.41107566318,"Primary"
"Japan",1915,8,"35--39","1","e2",1416.74583437417,"Primary"
"Japan",1915,9,"40--44","1","e2",1213.25695860274,"Primary"
"Japan",1915,10,"45--49","1","e2",1139.00520370128,"Primary"
"Japan",1915,11,"50--54","1","e2",890.407532469707,"Primary"
"Japan",1915,12,"55--59","1","e2",844.147433267191,"Primary"
"Japan",1915,13,"60--64","1","e2",685.632214882914,"Primary"
"Japan",1915,14,"65--69","1","e2",492.511253959116,"Primary"
"Japan",1915,15,"70--74","1","e2",290.139560198818,"Primary"
"Japan",1915,16,"75--79","1","e2",130.774796711201,"Primary"
"Japan",1915,17,"80--84","1","e2",55.8879939133119,"Primary"
"Japan",1915,18,"85--89","1","e2",18.3413890634515,"Primary"
"Japan",1915,19,"90--94","1","e2",5.22823839951766,"Primary"
"Japan",1915,20,"95--99","1","e2",1.36474224487044,"Primary"
"Japan",1915,21,"100+","1","e2",0.337117952944162,"Primary"
"Japan",1915,1,"0--4","1","e4",0,"Secondary"
"Japan",1915,2,"5--9","1","e4",0,"Secondary"
"Japan",1915,3,"10--14","1","e4",0,"Secondary"
"Japan",1915,4,"15--19","1","e4",962.53390969668,"Secondary"
"Japan",1915,5,"20--24","1","e4",660.629326286431,"Secondary"
"Japan",1915,6,"25--29","1","e4",526.264557140939,"Secondary"
"Japan",1915,7,"30--34","1","e4",373.624066545726,"Secondary"
"Japan",1915,8,"35--39","1","e4",274.389051051509,"Secondary"
"Japan",1915,9,"40--44","1","e4",175.544514207309,"Secondary"
"Japan",1915,10,"45--49","1","e4",122.637597368499,"Secondary"
"Japan",1915,11,"50--54","1","e4",71.1631815256927,"Secondary"
"Japan",1915,12,"55--59","1","e4",50.0001542209902,"Secondary"
"Japan",1915,13,"60--64","1","e4",30.0650122921543,"Secondary"
"Japan",1915,14,"65--69","1","e4",15.9955169960661,"Secondary"
"Japan",1915,15,"70--74","1","e4",6.97036123761334,"Secondary"
"Japan",1915,16,"75--79","1","e4",2.32263106706142,"Secondary"
"Japan",1915,17,"80--84","1","e4",0.733435732753088,"Secondary"
"Japan",1915,18,"85--89","1","e4",0.177777209785422,"Secondary"
"Japan",1915,19,"90--94","1","e4",0.0374146448320217,"Secondary"
"Japan",1915,20,"95--99","1","e4",0.00720852533742866,"Secondary"
"Japan",1915,21,"100+","1","e4",0.00131394101037442,"Secondary"
"Japan",1915,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1915,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1915,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1915,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1915,5,"20--24","1","e6",16.3638195410842,"Post Secondary"
"Japan",1915,6,"25--29","1","e6",8.44431235759625,"Post Secondary"
"Japan",1915,7,"30--34","1","e6",28.3774989960402,"Post Secondary"
"Japan",1915,8,"35--39","1","e6",17.7987353587362,"Post Secondary"
"Japan",1915,9,"40--44","1","e6",9.65312976433031,"Post Secondary"
"Japan",1915,10,"45--49","1","e6",5.68244152698955,"Post Secondary"
"Japan",1915,11,"50--54","1","e6",2.76623049451008,"Post Secondary"
"Japan",1915,12,"55--59","1","e6",1.62538127662277,"Post Secondary"
"Japan",1915,13,"60--64","1","e6",0.815375492753458,"Post Secondary"
"Japan",1915,14,"65--69","1","e6",0.361656377723116,"Post Secondary"
"Japan",1915,15,"70--74","1","e6",0.131113860769884,"Post Secondary"
"Japan",1915,16,"75--79","1","e6",0.0362997039548245,"Post Secondary"
"Japan",1915,17,"80--84","1","e6",0.0095135791875105,"Post Secondary"
"Japan",1915,18,"85--89","1","e6",0.001912169740606,"Post Secondary"
"Japan",1915,19,"90--94","1","e6",0.000333454575161605,"Post Secondary"
"Japan",1915,20,"95--99","1","e6",5.32007707812753e-05,"Post Secondary"
"Japan",1915,21,"100+","1","e6",8.02604542857341e-06,"Post Secondary"
"Japan",1915,1,"0--4","2","e1",3569.985705,"No Education"
"Japan",1915,2,"5--9","2","e1",3047.477957,"No Education"
"Japan",1915,3,"10--14","2","e1",2828.475015,"No Education"
"Japan",1915,4,"15--19","2","e1",153.02557937106,"No Education"
"Japan",1915,5,"20--24","2","e1",199.156224022184,"No Education"
"Japan",1915,6,"25--29","2","e1",275.155833842564,"No Education"
"Japan",1915,7,"30--34","2","e1",394.387238709159,"No Education"
"Japan",1915,8,"35--39","2","e1",526.124726595004,"No Education"
"Japan",1915,9,"40--44","2","e1",592.43679895565,"No Education"
"Japan",1915,10,"45--49","2","e1",709.034309030546,"No Education"
"Japan",1915,11,"50--54","2","e1",684.073581632203,"No Education"
"Japan",1915,12,"55--59","2","e1",766.513896083998,"No Education"
"Japan",1915,13,"60--64","2","e1",733.777582016112,"No Education"
"Japan",1915,14,"65--69","2","e1",615.881343322476,"No Education"
"Japan",1915,15,"70--74","2","e1",433.233228389255,"No Education"
"Japan",1915,16,"75--79","2","e1",241.652695409691,"No Education"
"Japan",1915,17,"80--84","2","e1",124.223559860924,"No Education"
"Japan",1915,18,"85--89","2","e1",47.0912862473001,"No Education"
"Japan",1915,19,"90--94","2","e1",13.9710929003777,"No Education"
"Japan",1915,20,"95--99","2","e1",4.02817865091043,"No Education"
"Japan",1915,21,"100+","2","e1",1.48476027458615,"No Education"
"Japan",1915,1,"0--4","2","e2",0,"Primary"
"Japan",1915,2,"5--9","2","e2",0,"Primary"
"Japan",1915,3,"10--14","2","e2",0,"Primary"
"Japan",1915,4,"15--19","2","e2",1293.19405714866,"Primary"
"Japan",1915,5,"20--24","2","e2",1226.74035709299,"Primary"
"Japan",1915,6,"25--29","2","e2",1066.50971523888,"Primary"
"Japan",1915,7,"30--34","2","e2",1021.24751780542,"Primary"
"Japan",1915,8,"35--39","2","e2",893.135405202531,"Primary"
"Japan",1915,9,"40--44","2","e2",648.230208925705,"Primary"
"Japan",1915,10,"45--49","2","e2",492.833889038438,"Primary"
"Japan",1915,11,"50--54","2","e2",298.58085653677,"Primary"
"Japan",1915,12,"55--59","2","e2",208.192782615591,"Primary"
"Japan",1915,13,"60--64","2","e2",123.153735880558,"Primary"
"Japan",1915,14,"65--69","2","e2",63.6419405071411,"Primary"
"Japan",1915,15,"70--74","2","e2",27.4237130373536,"Primary"
"Japan",1915,16,"75--79","2","e2",9.33877227063504,"Primary"
"Japan",1915,17,"80--84","2","e2",2.92314844865419,"Primary"
"Japan",1915,18,"85--89","2","e2",0.673357889995589,"Primary"
"Japan",1915,19,"90--94","2","e2",0.121200634561117,"Primary"
"Japan",1915,20,"95--99","2","e2",0.0211748444857623,"Primary"
"Japan",1915,21,"100+","2","e2",0.0047249272993742,"Primary"
"Japan",1915,1,"0--4","2","e4",0,"Secondary"
"Japan",1915,2,"5--9","2","e4",0,"Secondary"
"Japan",1915,3,"10--14","2","e4",0,"Secondary"
"Japan",1915,4,"15--19","2","e4",1047.59979848028,"Secondary"
"Japan",1915,5,"20--24","2","e4",716.339464539591,"Secondary"
"Japan",1915,6,"25--29","2","e4",593.907690363178,"Secondary"
"Japan",1915,7,"30--34","2","e4",432.448917522327,"Secondary"
"Japan",1915,8,"35--39","2","e4",292.102053261538,"Secondary"
"Japan",1915,9,"40--44","2","e4",163.107010980545,"Secondary"
"Japan",1915,10,"45--49","2","e4",95.1038086512191,"Secondary"
"Japan",1915,11,"50--54","2","e4",44.1063364388116,"Secondary"
"Japan",1915,12,"55--59","2","e4",23.5178754804584,"Secondary"
"Japan",1915,13,"60--64","2","e4",10.6331454160939,"Secondary"
"Japan",1915,14,"65--69","2","e4",4.2060670814693,"Secondary"
"Japan",1915,15,"70--74","2","e4",1.38602031205083,"Secondary"
"Japan",1915,16,"75--79","2","e4",0.360884337632463,"Secondary"
"Japan",1915,17,"80--84","2","e4",0.0863567192463479,"Secondary"
"Japan",1915,18,"85--89","2","e4",0.0152053957481886,"Secondary"
"Japan",1915,19,"90--94","2","e4",0.00209174904031425,"Secondary"
"Japan",1915,20,"95--99","2","e4",0.000279274041694108,"Secondary"
"Japan",1915,21,"100+","2","e4",4.76178341053493e-05,"Secondary"
"Japan",1915,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1915,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1915,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1915,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1915,5,"20--24","2","e6",10.9213353452384,"Post Secondary"
"Japan",1915,6,"25--29","2","e6",5.63544755537561,"Post Secondary"
"Japan",1915,7,"30--34","2","e6",11.5734109630966,"Post Secondary"
"Japan",1915,8,"35--39","2","e6",6.96956294092699,"Post Secondary"
"Japan",1915,9,"40--44","2","e6",3.44335313809919,"Post Secondary"
"Japan",1915,10,"45--49","2","e6",1.76485227979655,"Post Secondary"
"Japan",1915,11,"50--54","2","e6",0.715951392214815,"Post Secondary"
"Japan",1915,12,"55--59","2","e6",0.332689819952177,"Post Secondary"
"Japan",1915,13,"60--64","2","e6",0.130716687236219,"Post Secondary"
"Japan",1915,14,"65--69","2","e6",0.0449020889133562,"Post Secondary"
"Japan",1915,15,"70--74","2","e6",0.0128152613407029,"Post Secondary"
"Japan",1915,16,"75--79","2","e6",0.00288498204134386,"Post Secondary"
"Japan",1915,17,"80--84","2","e6",0.000595971175142677,"Post Secondary"
"Japan",1915,18,"85--89","2","e6",9.04669560864605e-05,"Post Secondary"
"Japan",1915,19,"90--94","2","e6",1.07160209031651e-05,"Post Secondary"
"Japan",1915,20,"95--99","2","e6",1.23056211727295e-06,"Post Secondary"
"Japan",1915,21,"100+","2","e6",1.80280370550212e-07,"Post Secondary"
"Japan",1920,1,"0--4","1","e1",3752.627,"No Education"
"Japan",1920,2,"5--9","1","e1",3467.156,"No Education"
"Japan",1920,3,"10--14","1","e1",3089.225,"No Education"
"Japan",1920,4,"15--19","1","e1",26.1570198375501,"No Education"
"Japan",1920,5,"20--24","1","e1",27.9684992919236,"No Education"
"Japan",1920,6,"25--29","1","e1",31.7403842802988,"No Education"
"Japan",1920,7,"30--34","1","e1",38.2381441672963,"No Education"
"Japan",1920,8,"35--39","1","e1",47.2124379892529,"No Education"
"Japan",1920,9,"40--44","1","e1",60.3010809481559,"No Education"
"Japan",1920,10,"45--49","1","e1",65.607139049254,"No Education"
"Japan",1920,11,"50--54","1","e1",73.0318045566619,"No Education"
"Japan",1920,12,"55--59","1","e1",78.5857401834206,"No Education"
"Japan",1920,13,"60--64","1","e1",90.9871272164052,"No Education"
"Japan",1920,14,"65--69","1","e1",90.7211507276007,"No Education"
"Japan",1920,15,"70--74","1","e1",75.8911433616323,"No Education"
"Japan",1920,16,"75--79","1","e1",47.7904547752596,"No Education"
"Japan",1920,17,"80--84","1","e1",19.695295814939,"No Education"
"Japan",1920,18,"85--89","1","e1",7.61695425946235,"No Education"
"Japan",1920,19,"90--94","1","e1",1.51139731090429,"No Education"
"Japan",1920,20,"95--99","1","e1",0.287308875385504,"No Education"
"Japan",1920,21,"100+","1","e1",0.0159724343758674,"No Education"
"Japan",1920,1,"0--4","1","e2",0,"Primary"
"Japan",1920,2,"5--9","1","e2",0,"Primary"
"Japan",1920,3,"10--14","1","e2",0,"Primary"
"Japan",1920,4,"15--19","1","e2",1495.17788262798,"Primary"
"Japan",1920,5,"20--24","1","e2",1421.77773681727,"Primary"
"Japan",1920,6,"25--29","1","e2",1321.27452058826,"Primary"
"Japan",1920,7,"30--34","1","e2",1308.65037711359,"Primary"
"Japan",1920,8,"35--39","1","e2",1299.8027355874,"Primary"
"Japan",1920,9,"40--44","1","e2",1309.81782402208,"Primary"
"Japan",1920,10,"45--49","1","e2",1105.97523831394,"Primary"
"Japan",1920,11,"50--54","1","e2",942.97308552563,"Primary"
"Japan",1920,12,"55--59","1","e2",769.600318114094,"Primary"
"Japan",1920,13,"60--64","1","e2",671.008968609084,"Primary"
"Japan",1920,14,"65--69","1","e2",501.184840185469,"Primary"
"Japan",1920,15,"70--74","1","e2",313.245419962193,"Primary"
"Japan",1920,16,"75--79","1","e2",146.867799239939,"Primary"
"Japan",1920,17,"80--84","1","e2",44.9665916512889,"Primary"
"Japan",1920,18,"85--89","1","e2",12.8985779715595,"Primary"
"Japan",1920,19,"90--94","1","e2",1.89602743332421,"Primary"
"Japan",1920,20,"95--99","1","e2",0.266765069679899,"Primary"
"Japan",1920,21,"100+","1","e2",0.0109691990574924,"Primary"
"Japan",1920,1,"0--4","1","e4",0,"Secondary"
"Japan",1920,2,"5--9","1","e4",0,"Secondary"
"Japan",1920,3,"10--14","1","e4",0,"Secondary"
"Japan",1920,4,"15--19","1","e4",1227.68709753447,"Secondary"
"Japan",1920,5,"20--24","1","e4",838.116613478954,"Secondary"
"Japan",1920,6,"25--29","1","e4",640.14064066184,"Secondary"
"Japan",1920,7,"30--34","1","e4",447.120459908754,"Secondary"
"Japan",1920,8,"35--39","1","e4",335.289885542379,"Secondary"
